planet_1_x_pos,planet_1_y_pos,planet_1_x_mom,planet_1_y_mom
0.5035022,0.20166828,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.72549105,0.17160572,-1.0,-1.0
0.75377303,-0.06716446,-0.98114383,-1.0
0.75367874,-0.06650731,-0.9832974,-1.0
0.72819257,-0.028106326,-0.9850672,-1.0
0.017052108,0.0068296297,-1.0,-1.0
0.83333963,0.009164599,-1.0,-1.0
0.011763947,-0.015122546,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.8335675,0.009165437,-1.0,-1.0
0.8335675,0.009165437,-1.0,-1.0
0.64017993,0.1737185,-1.0,-1.0
0.8289387,0.05469593,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.64017993,0.1737185,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.010979969,-0.021771664,-1.0,-1.0
0.50360936,0.2016276,-1.0,-1.0
0.72443485,0.030283425,-1.0,-1.0
0.8321921,0.0495638,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.6401798,0.17371854,-1.0,-1.0
0.53564703,0.124692395,-1.0,-1.0
0.8335886,0.009202183,-1.0,-1.0
0.8335675,0.009165437,-1.0,-1.0
0.8335675,0.009165437,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.72819257,-0.028106326,-0.9850672,-1.0
0.83991814,-0.027536849,-1.0,-1.0
0.010979969,-0.021771664,-1.0,-1.0
0.52533287,0.13978797,-1.0,-1.0
0.58356315,0.09418064,-1.0,-1.0
0.5823706,0.071755074,-1.0,-1.0
0.833568,0.009166214,-1.0,-1.0
0.49455163,0.21869199,-1.0,-1.0
0.5823706,0.0717551,-1.0,-1.0
0.72443604,0.030283358,-1.0,-1.0
0.021748861,0.020457976,-1.0,-1.0
0.52981234,0.22308412,-1.0,-1.0
0.010979969,-0.021771664,-1.0,-1.0
0.5497064,0.08931406,-1.0,-1.0
0.75415057,-0.06721714,-0.9801812,-1.0
0.7244345,0.03028294,-1.0,-1.0
0.64017993,0.1737185,-1.0,-1.0
0.6387868,0.08747839,-1.0,-1.0
0.5888,0.18537258,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.5823706,0.071755074,-1.0,-1.0
0.64017993,0.1737185,-1.0,-1.0
0.4945516,0.218692,-1.0,-1.0
0.6656882,0.10449235,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.7870797,0.030776525,-1.0,-1.0
0.57372993,0.08135842,-1.0,-1.0
0.013194384,-0.0018189882,-1.0,-1.0
0.64137095,0.17381915,-1.0,-1.0
0.58433753,0.092429146,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.82893574,0.054699015,-1.0,-1.0
0.75377303,-0.06716446,-0.98114383,-1.0
0.5356473,0.12469226,-1.0,-1.0
0.65586466,0.097653225,-1.0,-1.0
0.5175052,0.15861584,-1.0,-1.0
0.010986755,-0.0217716,-1.0,-1.0
0.58880794,0.18537252,-1.0,-1.0
0.010979969,-0.021771664,-1.0,-1.0
0.5852056,0.08624544,-1.0,-1.0
0.5888,0.18537258,-1.0,-1.0
0.6694667,0.09889843,-1.0,-1.0
0.010979969,-0.021771664,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.82893586,0.054698855,-1.0,-1.0
0.82893693,0.05469703,-1.0,-1.0
0.72443426,0.03028337,-1.0,-1.0
0.23510642,0.0034116919,-1.0,-1.0
0.40017417,0.006056391,-1.0,-1.0
0.8354407,0.012822646,-1.0,-1.0
0.8289357,0.054699067,-1.0,-1.0
0.013194384,-0.0018189882,-1.0,-1.0
0.8335549,0.009165381,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.5099828,0.16586487,-1.0,-1.0
0.8335674,0.009165666,-1.0,-1.0
0.83913505,-0.004400628,-1.0,-1.0
0.77637714,-0.01925607,-1.0,-1.0
0.7870797,0.030776525,-1.0,-1.0
0.4945516,0.218692,-1.0,-1.0
0.64017993,0.1737185,-1.0,-1.0
0.72483927,0.029219849,-1.0,-1.0
0.71084195,-0.045627795,-0.94633794,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.64017993,0.1737185,-1.0,-1.0
0.013194384,-0.0018189882,-1.0,-1.0
0.82980233,0.053434584,-1.0,-1.0
0.6373108,0.08665127,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.010979969,-0.021771664,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.58879954,0.18537132,-1.0,-1.0
0.5888,0.18537258,-1.0,-1.0
0.8335675,0.009165437,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.75377303,-0.06716446,-0.98114383,-1.0
0.83356047,0.009165415,-1.0,-1.0
0.4947105,0.21844698,-1.0,-1.0
0.83339125,0.009164791,-1.0,-1.0
0.58476776,0.092794,-1.0,-1.0
0.7233816,0.032799102,-1.0,-1.0
0.8335675,0.009165437,-1.0,-1.0
0.8081751,0.026373843,-0.87228155,-1.0
0.8335675,0.009165437,-1.0,-1.0
0.72443426,0.03028337,-1.0,-1.0
0.65626365,0.008385744,-1.0,-1.0
0.72820175,-0.028121198,-0.985071,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.013194384,-0.0018189882,-1.0,-1.0
0.63806385,0.17482947,-1.0,-1.0
0.64017993,0.1737185,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.82775617,0.057002902,-1.0,-1.0
0.5888,0.18537259,-1.0,-1.0
0.8335675,0.009165437,-1.0,-1.0
0.6869406,0.17535505,-1.0,-1.0
0.5823708,0.071755074,-1.0,-1.0
0.82895225,0.054675587,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.5887997,0.18537186,-1.0,-1.0
0.8072791,0.026479146,-0.87605876,-1.0
0.7333903,-0.0043425956,-1.0,-1.0
0.72819257,-0.028106326,-0.9850672,-1.0
0.8335675,0.009165437,-1.0,-1.0
0.5843156,0.09248071,-1.0,-1.0
0.026410047,-0.0014507058,-1.0,-1.0
0.58433753,0.09242909,-1.0,-1.0
0.4945551,0.21868667,-1.0,-1.0
0.75377303,-0.06716446,-0.98114383,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.5101898,0.16577217,-1.0,-1.0
0.7858728,0.028325953,-0.9511328,-1.0
0.5823706,0.071755074,-1.0,-1.0
0.56636506,0.15721479,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.58433753,0.09242909,-1.0,-1.0
0.4945516,0.218692,-1.0,-1.0
0.5823706,0.071755074,-1.0,-1.0
0.7870798,0.0307763,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.75377303,-0.06716446,-0.98114383,-1.0
0.83356744,0.009165439,-1.0,-1.0
0.4945516,0.218692,-1.0,-1.0
0.24785922,0.0036523736,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.63730806,0.08664973,-1.0,-1.0
0.58433825,0.09242915,-1.0,-1.0
0.8335675,0.009165437,-1.0,-1.0
0.58433753,0.09242909,-1.0,-1.0
0.010979969,-0.021771664,-1.0,-1.0
0.0131978,-0.0018188837,-1.0,-1.0
0.58433753,0.09242909,-1.0,-1.0
0.5689379,0.15967767,-1.0,-1.0
0.5590543,0.087171756,-1.0,-1.0
0.7681121,0.030704094,-1.0,-1.0
0.6656889,0.10448773,-1.0,-1.0
0.5887999,0.18537252,-1.0,-1.0
0.72819257,-0.028106326,-0.9850672,-1.0
0.75377303,-0.06716446,-0.98114383,-1.0
0.58433753,0.09242909,-1.0,-1.0
0.58433753,0.09242909,-1.0,-1.0
0.64017993,0.1737185,-1.0,-1.0
0.64017993,0.1737185,-1.0,-1.0
0.8335675,0.009165437,-1.0,-1.0
0.8296972,0.053696044,-1.0,-1.0
0.83373004,0.008883233,-1.0,-1.0
0.8335675,0.009165437,-1.0,-1.0
0.01324534,-0.00181755,-1.0,-1.0
0.8335675,0.009165437,-1.0,-1.0
0.64017993,0.1737185,-1.0,-1.0
0.72552735,0.17159864,-1.0,-1.0
0.8335675,0.009165437,-1.0,-1.0
0.013194384,-0.0018189882,-1.0,-1.0
0.5263723,0.14268322,-1.0,-1.0
0.7281925,-0.028106326,-0.9850673,-1.0
0.010979969,-0.021771664,-1.0,-1.0
0.5661215,0.15758377,-1.0,-1.0
0.8081712,0.02637393,-0.87229824,-1.0
0.5823706,0.071755074,-1.0,-1.0
0.5099828,0.16586517,-1.0,-1.0
0.8335675,0.009165437,-1.0,-1.0
0.66131485,0.12774095,-1.0,-1.0
0.8289357,0.05469908,-1.0,-1.0
0.8083785,0.026518876,-0.8733982,-1.0
0.5823706,0.071755074,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.64017993,0.17371848,-1.0,-1.0
0.8289357,0.05469907,-1.0,-1.0
0.58433753,0.0924291,-1.0,-1.0
