planet_1_x_pos,planet_1_y_pos,planet_1_x_mom,planet_1_y_mom
-0.37472755,0.79052,-1.0,-1.0
0.66041803,0.22291991,-1.0,-1.0
0.057533283,0.60191715,-1.0,-1.0
-0.010863476,0.63723516,-1.0,-1.0
-0.5230893,0.78645635,-1.0,-1.0
0.89507353,0.22841781,-1.0,-1.0
0.9380207,0.2035198,-1.0,-1.0
-0.5519807,0.81036645,-1.0,-1.0
0.66041803,0.22291991,-1.0,-1.0
0.66041946,0.22291978,-1.0,-1.0
0.6604471,0.22291808,-1.0,-1.0
0.66041803,0.22291991,-1.0,-1.0
0.93802017,0.20352006,-1.0,-1.0
-0.37472755,0.79052,-1.0,-1.0
0.65214926,0.27507368,-1.0,-1.0
-0.011038913,0.6373104,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
-0.37472755,0.79052,-1.0,-1.0
0.057573013,0.6019003,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
-0.5230893,0.78645635,-1.0,-1.0
0.67344415,0.25233924,-1.0,-1.0
0.9380207,0.2035198,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
-0.37472755,0.79052,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
-0.421815,0.81443465,-1.0,-1.0
-0.37472755,0.79052,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.67344415,0.25233924,-1.0,-1.0
0.8275217,0.25664386,-1.0,-1.0
0.66041803,0.22291991,-1.0,-1.0
-0.42181438,0.8144344,-1.0,-1.0
0.9380207,0.2035198,-1.0,-1.0
-0.37472755,0.79052,-1.0,-1.0
-0.0108634615,0.63723516,-1.0,-1.0
0.9380207,0.2035198,-1.0,-1.0
0.6738211,0.25182855,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.9380207,0.2035198,-1.0,-1.0
-0.5230893,0.78645635,-1.0,-1.0
0.67344415,0.25233924,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
-0.5230893,0.78645635,-1.0,-1.0
-0.42181438,0.8144345,-1.0,-1.0
0.67344415,0.25233924,-1.0,-1.0
0.67344415,0.25233924,-1.0,-1.0
-0.010864642,0.6372357,-1.0,-1.0
0.67344546,0.25233933,-1.0,-1.0
0.6631205,0.22275063,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
-0.3747273,0.79051983,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.67344415,0.25233924,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
-0.47456175,0.7928697,-1.0,-1.0
-0.5591072,0.8158448,-1.0,-1.0
0.9380207,0.2035198,-1.0,-1.0
0.66041803,0.22291991,-1.0,-1.0
-0.52317953,0.7865337,-1.0,-1.0
0.67344415,0.25233924,-1.0,-1.0
0.89078933,0.22743455,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.93802065,0.2035198,-1.0,-1.0
-0.011752688,0.6376162,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.66041803,0.22291991,-1.0,-1.0
-0.5230893,0.78645635,-1.0,-1.0
0.66041803,0.22291991,-1.0,-1.0
0.66041803,0.22291991,-1.0,-1.0
0.65214926,0.27507368,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
-0.37472755,0.79052,-1.0,-1.0
0.66041803,0.22291991,-1.0,-1.0
0.67344415,0.25233924,-1.0,-1.0
0.66194046,0.22274953,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.93802065,0.20351985,-1.0,-1.0
0.9380207,0.2035198,-1.0,-1.0
0.6604183,0.22291991,-1.0,-1.0
0.891935,0.22972086,-1.0,-1.0
-0.37472755,0.79052,-1.0,-1.0
-0.54738456,0.806709,-1.0,-1.0
-0.37472755,0.79052,-1.0,-1.0
-0.4215705,0.8143315,-1.0,-1.0
0.9380207,0.2035198,-1.0,-1.0
0.9380207,0.2035198,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.67344415,0.25233924,-1.0,-1.0
0.66041803,0.22291991,-1.0,-1.0
0.67344415,0.25233924,-1.0,-1.0
0.9080092,0.22152075,-1.0,-1.0
-0.37472755,0.79052,-1.0,-1.0
0.66041803,0.22291991,-1.0,-1.0
-0.37472755,0.79052,-1.0,-1.0
0.6604182,0.22291991,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
-0.3748657,0.7906029,-1.0,-1.0
0.057573013,0.6019003,-1.0,-1.0
0.65214926,0.27507368,-1.0,-1.0
0.67344415,0.25233924,-1.0,-1.0
0.9380207,0.2035198,-1.0,-1.0
0.66041803,0.22291991,-1.0,-1.0
0.66041803,0.22291991,-1.0,-1.0
0.9380207,0.2035198,-1.0,-1.0
-0.37472755,0.79052,-1.0,-1.0
0.9368464,0.2043312,-1.0,-1.0
0.66302055,0.22264352,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.057573013,0.6019003,-1.0,-1.0
0.8950562,0.228425,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.65214926,0.27507368,-1.0,-1.0
-0.37472755,0.79052,-1.0,-1.0
0.65214926,0.27507368,-1.0,-1.0
0.66041803,0.22291991,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.67344415,0.2523393,-1.0,-1.0
0.89128566,0.22999056,-1.0,-1.0
0.9380207,0.2035198,-1.0,-1.0
0.6734937,0.25227246,-1.0,-1.0
0.9380182,0.20352152,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.66041803,0.22291991,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
-0.37472755,0.79052,-1.0,-1.0
0.9380207,0.2035198,-1.0,-1.0
0.6604708,0.22291365,-1.0,-1.0
0.895074,0.22841741,-1.0,-1.0
0.008803763,0.6232011,-1.0,-1.0
-0.5230893,0.78645635,-1.0,-1.0
0.89508104,0.22841403,-1.0,-1.0
0.66041803,0.22291991,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.77200717,0.27465087,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.8950741,0.22841747,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
-0.37472755,0.79052,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.6604315,0.2229183,-1.0,-1.0
-0.37472755,0.79052,-1.0,-1.0
-0.37472755,0.79052,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.67344415,0.25233924,-1.0,-1.0
0.66041803,0.22291991,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
-0.37472755,0.79052,-1.0,-1.0
0.8950743,0.22841747,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.67344415,0.25233924,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
0.66041803,0.22291991,-1.0,-1.0
0.89507437,0.22841749,-1.0,-1.0
